Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,log_lot_frontage,log_garage_area,bc_gc_living_area,SalePrice
332,20,70.0,8176,5,6,1958,1992,0.0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1958.0,1,308,0,0,0,0,0,0,0,8,2007,4.248495242049359,5.730099782973574,5.5198058874037725,139000
333,20,85.0,10655,8,5,2003,2004,296.0,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,2003.0,3,880,0,0,0,0,0,0,0,10,2009,4.442651256490317,6.779921907472252,5.783037556701457,284000
334,120,59.0,8198,7,5,2004,2004,146.0,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2004.0,2,484,192,30,0,0,0,0,0,7,2008,4.07753744390572,6.182084906716632,5.67351032293878,207000
335,60,59.0,9042,6,5,1998,1998,0.0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,1998.0,2,472,100,38,0,0,0,0,0,7,2008,4.07753744390572,6.156978985585555,5.786332554708973,192000
337,20,86.0,14157,9,5,2005,2006,200.0,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,2005.0,3,676,178,51,0,0,0,0,0,7,2007,4.454347296253507,6.516193076042964,5.881406037749147,377426
338,20,70.0,9135,7,5,2002,2003,113.0,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2002.0,2,532,192,74,0,0,0,0,0,12,2008,4.248495242049359,6.2766434893416445,5.747803278105633,214000
339,20,91.0,14145,7,7,1984,1998,0.0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,1984.0,2,440,108,45,0,0,0,0,400,5,2006,4.51085950651685,6.0867747269123065,5.780092283379119,202500
340,20,66.0,12400,6,7,1958,1998,176.0,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1958.0,1,297,0,0,0,0,234,0,0,6,2009,4.189654742026425,5.6937321388027,5.605846152413819,155000
341,60,85.0,14191,8,5,2002,2002,0.0,0,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2002.0,2,431,135,0,0,0,0,0,0,4,2010,4.442651256490317,6.066108090103747,5.877081955680712,202900
342,20,60.0,8400,4,4,1950,1950,0.0,0,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1950.0,1,294,250,0,24,0,0,0,0,9,2009,4.0943445622221,5.683579767338681,5.3783549453250235,82000
344,120,63.0,8849,9,5,2005,2005,616.0,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2005.0,2,564,495,72,0,0,0,0,0,7,2008,4.143134726391533,6.335054251498059,5.802876751053214,266000
345,160,36.0,2592,5,3,1976,1976,0.0,129,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1976.0,1,336,182,0,0,0,0,0,0,4,2010,3.58351893845611,5.817111159963204,5.5516017880876385,85000
346,50,65.0,6435,6,5,1939,1950,0.0,0,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1939.0,1,312,0,0,0,0,0,0,0,10,2006,4.174387269895637,5.7430031878094825,5.763610306476472,140200
349,160,36.0,2448,7,5,2003,2004,106.0,573,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,0,0,10,2008,3.58351893845611,6.161207321695077,5.781934895704144,154000
350,60,56.0,20431,9,5,2005,2006,870.0,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,2006.0,3,706,0,0,0,0,0,0,0,4,2006,4.02535169073515,6.559615237493242,6.0859883729936515,437154
351,120,68.0,7820,9,5,2007,2007,362.0,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2007.0,2,617,210,54,0,0,0,0,0,12,2007,4.219507705176107,6.424869023905388,5.86485501658227,318061
353,50,60.0,9084,5,6,1941,1950,0.0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1941.0,1,200,48,0,0,0,0,0,0,3,2008,4.0943445622221,5.298317366548036,5.551049151030042,95000
354,30,60.0,8520,6,8,1928,2003,0.0,0,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2005.0,2,484,106,0,0,0,0,0,0,5,2010,4.0943445622221,6.182084906716632,5.280542120442992,105900
355,50,60.0,8400,6,5,1940,2000,0.0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1940.0,1,240,0,0,108,0,0,0,0,6,2006,4.0943445622221,5.480638923341991,5.770411663782734,140000
356,20,105.0,11249,6,5,1995,1995,0.0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,1995.0,2,521,0,26,0,0,0,0,0,8,2007,4.653960350157523,6.255750041753367,5.598259332694241,177500
358,120,44.0,4224,5,5,1976,1976,0.0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,1976.0,2,528,536,90,0,0,0,0,0,8,2007,3.784189633918261,6.269096283706261,5.567938221004035,134000
359,80,92.0,6930,5,4,1958,1958,120.0,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1958.0,1,288,168,0,294,0,0,0,0,7,2006,4.5217885770490405,5.662960480135946,5.670827548007384,130000
360,60,78.0,12011,8,5,1998,1998,530.0,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,1998.0,2,592,208,75,0,0,374,0,0,6,2006,4.356708826689592,6.3835066348840055,5.882021012773681,280000
363,85,64.0,7301,7,5,2003,2003,500.0,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,7,1,2003.0,2,672,0,0,177,0,0,0,0,7,2009,4.1588830833596715,6.51025834052315,5.881406037749147,198500
364,160,21.0,1680,6,8,1972,2007,510.0,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1972.0,1,264,250,0,0,0,0,0,0,5,2009,3.044522437723423,5.575949103146316,5.478052554595197,118000
366,70,59.0,10690,5,7,1920,1997,0.0,456,0,216,672,672,672,0,1344,0,0,1,0,3,1,6,0,1964.0,1,468,0,128,218,0,0,0,0,7,2009,4.07753744390572,6.148468295917647,5.667230640185084,147000
368,80,101.0,9150,6,5,1962,1962,305.0,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,1,6,1,1962.0,1,296,64,110,0,0,0,0,0,12,2008,4.61512051684126,5.69035945432406,5.705170875194236,165000
369,20,78.0,7800,5,6,1954,1954,200.0,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,1,7,1,1954.0,1,244,0,98,0,0,0,0,0,3,2010,4.356708826689592,5.497168225293202,5.631872524439038,132000
372,50,80.0,17120,4,4,1959,1959,0.0,0,0,0,0,1120,468,0,1588,0,0,2,0,4,1,7,1,1991.0,2,680,0,59,0,0,0,0,0,7,2008,4.382026634673881,6.522092798170152,5.767776492730142,134432
373,120,50.0,7175,6,5,1984,1984,0.0,623,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1984.0,1,264,353,0,0,0,90,0,0,2,2010,3.912023005428146,5.575949103146316,5.308029773998107,125000
374,20,79.0,10634,5,6,1953,1953,0.0,428,180,0,608,1319,0,0,1319,1,0,1,0,3,1,5,0,1953.0,1,270,66,0,0,0,0,0,0,11,2009,4.3694478524670215,5.598421958998375,5.655840936485729,123000
375,60,65.0,8200,7,5,2003,2004,0.0,0,0,847,847,847,1081,0,1928,0,0,2,1,4,1,8,1,2003.0,2,434,100,48,0,0,0,0,0,7,2007,4.174387269895637,6.073044534100405,5.883248914366028,219500
377,85,57.0,8846,5,5,1996,1996,0.0,298,0,572,870,914,0,0,914,0,0,1,0,2,1,5,0,1998.0,2,576,0,0,0,0,0,0,0,7,2006,4.04305126783455,6.3561076606958915,5.43033494166585,148000
378,60,102.0,11143,8,5,2004,2005,0.0,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,1,8,1,2004.0,2,610,159,214,0,0,0,0,0,12,2007,4.624972813284271,6.413458957167357,6.027512510546377,340000
379,20,88.0,11394,9,2,2010,2010,350.0,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,1,8,1,2010.0,3,834,113,0,0,0,0,0,0,6,2010,4.477336814478207,6.726233402358747,5.860718636563327,394432
380,60,60.0,8123,6,5,2000,2000,16.0,0,0,982,982,1007,793,0,1800,0,0,2,1,3,1,7,1,2000.0,2,463,100,63,0,0,0,0,0,6,2009,4.0943445622221,6.137727054086234,5.8425390051016866,179000
381,50,50.0,5000,5,6,1924,1950,0.0,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,1,6,1,1924.0,1,308,0,0,242,0,0,0,0,5,2010,3.912023005428146,5.730099782973574,5.805351915402327,127000
382,20,60.0,7200,7,5,2006,2006,0.0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2006.0,2,572,216,121,0,0,0,0,0,8,2006,4.0943445622221,6.349138991379798,5.647496452166398,187750
383,60,79.0,9245,7,5,2006,2006,0.0,0,0,939,939,939,858,0,1797,0,0,2,1,3,1,8,0,2006.0,2,639,144,53,0,0,0,0,0,4,2007,4.3694478524670215,6.459904454377535,5.84154808748568,213500
384,45,60.0,9000,6,3,1928,1950,0.0,0,0,784,784,784,0,0,784,0,0,1,0,2,1,5,0,1950.0,2,360,0,0,91,0,0,0,0,10,2009,4.0943445622221,5.886104031450156,5.3342939469436,76000
386,120,43.0,3182,8,5,2004,2005,16.0,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2004.0,2,430,146,20,0,0,144,0,0,4,2010,3.7612001156935624,6.063785208687608,5.632352337171123,192000
388,80,72.0,7200,6,6,1976,1976,255.0,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,1,6,1,1977.0,1,352,296,0,0,0,0,0,0,10,2009,4.276666119016055,5.863631175598097,5.5587380824404615,125000
389,20,93.0,9382,7,5,1999,2000,125.0,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,1,6,0,1999.0,2,577,120,25,0,0,0,0,0,7,2008,4.532599493153256,6.3578422665081,5.7250613223673055,191000
390,60,96.0,12474,10,5,2007,2008,272.0,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,1,9,1,2008.0,3,846,196,134,0,0,0,0,0,8,2008,4.564348191467836,6.740519359606223,5.994978919891397,426000
391,50,50.0,8405,5,8,1900,1950,0.0,241,391,229,861,961,406,0,1367,1,0,1,0,4,1,7,0,1978.0,1,384,0,130,112,0,0,0,0,4,2008,3.912023005428146,5.950642552587727,5.677510808158265,119000
392,60,71.0,12209,6,5,2001,2002,0.0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,1,7,1,2001.0,2,560,125,192,0,0,0,0,0,6,2009,4.2626798770413155,6.327936783729195,5.8932763232230565,215000
395,50,60.0,10134,5,6,1940,1950,0.0,0,0,735,735,735,299,0,1034,0,0,1,0,2,1,5,0,1940.0,1,240,0,39,0,0,0,0,0,7,2007,4.0943445622221,5.480638923341991,5.506818094556,109000
396,20,68.0,9571,5,6,1956,1956,0.0,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,1,6,0,1956.0,1,596,44,0,0,0,0,0,0,6,2010,4.219507705176107,6.39024066706535,5.569010949904172,129000
397,20,60.0,7200,5,5,1972,1972,0.0,777,0,117,894,894,0,0,894,0,0,1,0,2,1,6,0,1985.0,2,600,215,0,0,0,0,0,0,9,2009,4.0943445622221,6.396929655216146,5.41654804796266,123000
398,60,69.0,7590,5,5,1962,1962,288.0,540,0,324,864,876,936,0,1812,0,0,2,0,4,1,8,1,1962.0,1,264,0,168,0,0,0,0,0,7,2007,4.23410650459726,5.575949103146316,5.846485088954821,169500
399,30,60.0,8967,5,2,1920,1950,0.0,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1920.0,1,338,0,0,0,0,0,0,0,11,2007,4.0943445622221,5.823045895483019,5.531936160929551,67000
400,60,65.0,8125,7,5,2006,2007,100.0,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,1,7,0,2007.0,2,438,0,168,0,0,0,0,0,10,2009,4.174387269895637,6.082218910376446,5.753251013420791,241000
401,120,38.0,14963,8,5,1996,1996,0.0,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,1,4,2,1996.0,2,500,120,30,0,0,224,0,0,12,2008,3.6375861597263857,6.214608098422191,5.641392722892867,245500
402,20,65.0,8767,7,5,2005,2005,0.0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,2005.0,2,400,0,0,0,0,0,0,0,7,2006,4.174387269895637,5.991464547107982,5.651684022465824,164990
403,30,60.0,10200,5,8,1940,1997,0.0,0,0,672,672,672,0,0,672,0,0,1,0,2,1,4,0,1940.0,1,240,168,0,0,0,0,0,0,8,2008,4.0943445622221,5.480638923341991,5.236759806248108,108000
404,60,93.0,12090,8,5,1998,1998,650.0,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998.0,2,420,144,123,0,0,0,0,0,7,2006,4.532599493153256,6.040254711277414,5.977437419303108,258000
407,50,51.0,10480,6,5,1936,1950,0.0,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,3,2008,3.9318256327243257,5.480638923341991,5.786697469871266,115000
408,70,63.0,15576,6,7,1915,1976,0.0,0,0,840,840,840,840,0,1680,0,0,2,0,4,1,8,0,1960.0,1,308,0,0,160,0,0,0,0,3,2008,4.143134726391533,5.730099782973574,5.801457426102287,177000
409,60,109.0,14154,7,5,2006,2006,350.0,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006.0,3,947,192,62,0,0,0,0,0,8,2007,4.6913478822291435,6.853299093186078,5.9534075282706995,280000
410,60,85.0,10800,8,5,2007,2008,100.0,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,2008.0,3,836,0,102,0,0,0,0,0,4,2008,4.442651256490317,6.728628613084702,5.927427494230996,339750
411,20,68.0,9571,5,3,1958,1958,0.0,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,1,5,0,1958.0,1,350,0,0,0,0,0,0,0,6,2009,4.219507705176107,5.857933154483459,5.635699745288784,60000
412,190,100.0,34650,5,5,1955,1955,0.0,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,1,5,0,1955.0,2,572,264,0,0,0,0,0,0,1,2006,4.605170185988092,6.349138991379798,5.5198058874037725,145000
414,30,56.0,8960,5,6,1927,1950,0.0,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,1927.0,2,360,0,0,130,0,0,0,0,3,2010,4.02535169073515,5.886104031450156,5.50322463980882,115000
415,60,59.0,11228,7,5,1993,1993,0.0,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,1,9,1,1993.0,3,678,196,187,0,0,0,0,0,12,2008,4.07753744390572,6.519147287940395,5.932778804695147,228000
416,20,73.0,8899,7,5,2007,2007,0.0,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,1,6,0,2007.0,2,396,100,30,0,0,0,0,0,8,2007,4.290459441148391,5.981414211254481,5.665423589823331,181134
417,60,74.0,7844,6,7,1978,1978,203.0,209,0,463,672,672,728,0,1400,0,0,1,1,3,1,6,1,1978.0,2,440,0,0,0,0,0,0,0,3,2006,4.30406509320417,6.0867747269123065,5.691941957194301,149500
418,70,86.0,22420,6,6,1918,1950,0.0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918.0,3,864,0,0,0,0,0,0,0,11,2007,4.454347296253507,6.761572768804055,6.0635266729037625,239000
419,50,60.0,8160,5,6,1940,1950,0.0,312,0,444,756,756,378,0,1134,1,0,1,1,3,1,7,0,1940.0,1,240,0,0,0,0,0,0,0,4,2007,4.0943445622221,5.480638923341991,5.5636271209921295,126000
420,20,65.0,8450,5,6,1968,1968,0.0,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,1,6,1,1968.0,1,304,0,85,184,0,0,0,0,7,2010,4.174387269895637,5.717027701406222,5.5198058874037725,142000
421,90,78.0,7060,7,5,1997,1998,200.0,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,2,8,0,1997.0,4,784,0,0,0,0,0,0,0,11,2008,4.356708826689592,6.664409020350408,5.667230640185084,206300
423,20,100.0,21750,5,5,1954,1954,0.0,0,0,988,988,988,0,0,988,0,0,1,0,2,1,4,0,1954.0,2,520,0,0,0,0,0,0,0,2,2008,4.605170185988092,6.253828811575473,5.478679719975368,113000
424,60,80.0,9200,8,5,1998,1998,473.0,986,0,484,1470,1470,1160,0,2630,1,0,2,1,4,1,8,1,1998.0,3,696,0,66,0,0,0,0,0,6,2008,4.382026634673881,6.54534966033442,6.064848224066541,315000
425,20,72.0,9000,6,5,1956,1956,74.0,616,0,580,1196,1196,0,0,1196,1,0,1,0,2,1,6,1,1956.0,1,297,0,44,0,0,0,0,0,5,2008,4.276666119016055,5.6937321388027,5.596219044831426,139000
426,60,60.0,3378,7,8,1946,1992,0.0,0,0,651,651,707,682,0,1389,0,0,1,1,3,1,6,2,1947.0,1,240,0,0,126,0,0,0,0,9,2009,4.0943445622221,5.480638923341991,5.687172367545772,135000
428,20,77.0,8593,4,6,1957,1957,0.0,288,0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,1964.0,1,352,0,0,0,0,0,0,0,7,2008,4.343805421853684,5.863631175598097,5.425546551778043,109008
429,20,64.0,6762,7,5,2007,2007,108.0,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,1,6,0,2007.0,2,628,105,54,0,0,0,0,0,9,2007,4.1588830833596715,6.4425401664681985,5.602318176427856,195400
430,20,130.0,11457,6,5,1988,1988,0.0,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,1,6,1,1988.0,2,576,0,0,169,0,0,0,0,3,2009,4.867534450455582,6.3561076606958915,5.697099648607957,175000
431,160,21.0,1680,6,5,1971,1971,232.0,387,0,96,483,483,504,0,987,0,0,1,1,2,1,4,0,1971.0,1,264,0,0,0,0,0,0,0,7,2008,3.044522437723423,5.575949103146316,5.478052554595197,85400
433,160,24.0,1920,5,5,1971,1971,376.0,471,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,1971.0,2,440,240,36,0,0,0,0,0,8,2007,3.1780538303479458,6.0867747269123065,5.676624250705705,122500
434,60,100.0,10839,6,5,1997,1998,0.0,0,0,926,926,926,678,0,1604,0,0,2,1,3,1,7,1,1997.0,2,470,0,36,0,0,0,0,0,7,2008,4.605170185988092,6.152732694704104,5.773781624649402,181000
436,60,43.0,10667,7,6,1996,1996,0.0,385,344,70,799,827,834,0,1661,1,0,2,1,3,1,6,1,1996.0,2,550,158,61,0,0,0,0,0,4,2009,3.7612001156935624,6.309918278226516,5.79466590663206,212000
437,50,40.0,4400,6,8,1920,1950,0.0,0,0,648,648,734,384,0,1118,0,0,1,0,2,1,6,0,1990.0,2,440,0,0,0,0,0,0,0,10,2006,3.6888794541139363,6.0867747269123065,5.554906488568376,116000
438,45,50.0,6000,6,7,1926,2004,0.0,0,0,884,884,904,0,0,904,0,0,1,0,2,1,4,0,1926.0,1,180,0,0,105,0,0,0,0,1,2009,3.912023005428146,5.19295685089021,5.423482272443282,119000
439,30,40.0,4280,5,6,1913,2002,0.0,365,0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,1990.0,1,352,0,0,34,0,0,0,0,3,2007,3.6888794541139363,5.863631175598097,5.257228430605997,90350
440,50,67.0,12354,6,8,1920,2000,0.0,0,0,684,684,684,512,0,1196,0,0,1,0,3,1,7,0,2005.0,2,528,0,46,0,0,0,0,800,8,2009,4.204692619390966,6.269096283706261,5.596219044831426,110000
441,20,105.0,15431,10,5,2008,2008,200.0,1767,539,788,3094,2402,0,0,2402,1,0,2,0,2,1,10,2,2008.0,3,672,0,72,0,0,170,0,0,4,2009,4.653960350157523,6.51025834052315,6.012216349563154,555000
443,50,52.0,6240,5,7,1930,1992,0.0,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,1,8,1,1930.0,2,360,0,0,0,0,0,0,0,6,2008,3.9512437185814275,5.886104031450156,5.76208761879602,162900
444,120,53.0,3922,7,5,2006,2007,72.0,0,0,1258,1258,1258,0,0,1258,0,0,2,0,2,1,6,1,2007.0,3,648,144,16,0,0,0,0,0,6,2007,3.970291913552122,6.473890696352274,5.627052019802248,172500
445,60,70.0,8750,7,5,1994,1995,0.0,642,0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,1994.0,2,493,144,133,0,0,0,0,0,7,2008,4.248495242049359,6.20050917404269,5.877081955680712,210000
446,20,73.0,9855,6,5,1956,1956,0.0,0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,1956.0,2,480,0,0,0,0,0,0,0,11,2009,4.290459441148391,6.173786103901937,5.804645845391636,127500
447,20,137.0,16492,6,6,1966,2002,0.0,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,1,6,1,1966.0,2,578,0,0,0,0,0,0,0,6,2010,4.919980925828125,6.359573868672378,5.870845471035914,190000
449,50,50.0,8600,6,6,1937,1950,0.0,0,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,1937.0,1,198,0,0,0,0,0,0,0,6,2006,3.912023005428146,5.288267030694535,5.681483223610571,119500
450,50,50.0,6000,3,7,1948,2002,0.0,331,0,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,1981.0,1,308,0,176,0,0,0,0,0,6,2007,3.912023005428146,5.730099782973574,5.589537353713989,120000
451,30,70.0,5684,6,8,1930,2005,0.0,0,0,813,813,813,0,0,813,0,0,1,0,2,1,5,0,1932.0,1,270,0,113,0,0,0,0,0,6,2006,4.248495242049359,5.598421958998375,5.357123954660626,110000
452,20,62.0,70761,7,5,1975,1975,0.0,655,0,878,1533,1533,0,0,1533,1,0,2,0,2,1,5,2,1975.0,2,576,200,54,0,0,0,0,0,12,2006,4.127134385045092,6.3561076606958915,5.7466289977163205,280000
454,60,75.0,9000,8,5,2008,2008,0.0,0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2008.0,2,676,0,30,0,0,0,0,0,6,2009,4.31748811353631,6.516193076042964,5.768530664449842,210000
455,90,63.0,9297,5,5,1976,1976,0.0,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,1976.0,2,560,0,0,0,0,0,0,0,7,2006,4.143134726391533,6.327936783729195,5.818255476702302,188000
456,20,80.0,9600,7,6,1973,1973,320.0,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,1973.0,2,528,0,0,0,0,0,0,0,9,2007,4.382026634673881,6.269096283706261,5.6192533217792775,175500
457,70,34.0,4571,5,5,1916,1950,0.0,0,0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,1916.0,3,513,0,0,96,0,0,0,0,5,2008,3.5263605246161616,6.240275845170769,5.667230640185084,98000
461,60,75.0,8004,8,5,2009,2009,110.0,544,0,288,832,832,1103,0,1935,1,0,2,1,3,1,8,0,2009.0,2,552,0,150,0,0,0,0,0,12,2009,4.31748811353631,6.313548046277095,5.885391200517201,263435
462,70,60.0,7200,7,9,1936,2007,0.0,350,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,1971.0,2,576,256,0,0,0,0,0,0,4,2009,4.0943445622221,6.3561076606958915,5.564167784280529,155000
463,20,60.0,8281,5,5,1965,1965,0.0,553,311,0,864,864,0,0,864,0,0,1,0,3,1,5,1,1965.0,1,360,0,0,236,0,0,0,0,12,2009,4.0943445622221,5.886104031450156,5.395236715010349,62383
464,70,74.0,11988,6,7,1934,1995,0.0,326,0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1939.0,1,240,0,0,0,0,0,0,0,8,2008,4.30406509320417,5.480638923341991,5.7943061598015735,188700
467,20,85.0,10628,7,5,1970,1970,0.0,778,0,499,1277,1277,0,0,1277,1,0,1,0,2,1,5,1,1970.0,2,526,0,0,0,0,176,0,0,4,2007,4.442651256490317,6.26530121273771,5.636176342719688,167000
468,70,79.0,9480,5,7,1942,1995,224.0,386,0,342,728,888,756,0,1644,0,0,1,1,3,1,7,2,1942.0,1,312,168,0,0,0,0,0,0,6,2007,4.3694478524670215,5.7430031878094825,5.788518481106148,146500
469,20,98.0,11428,8,5,2006,2006,248.0,0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,2006.0,3,866,0,44,0,0,0,0,0,5,2007,4.584967478670572,6.763884908562435,5.784870507652011,250000
470,60,76.0,9291,6,5,1993,1993,120.0,426,0,406,832,832,878,0,1710,0,0,2,1,3,1,7,0,1993.0,2,506,144,70,0,0,0,0,0,6,2008,4.330733340286331,6.226536669287466,5.8120153703938255,187000
472,60,92.0,11952,7,6,1977,1977,0.0,0,0,808,808,1161,808,0,1969,0,0,2,1,3,1,8,1,1977.0,2,534,0,0,0,0,276,0,0,11,2007,4.5217885770490405,6.280395838960195,5.895680037296701,190000
473,180,35.0,3675,6,5,2005,2005,80.0,459,0,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2005.0,2,525,0,28,0,0,0,0,0,6,2008,3.5553480614894135,6.263398262591624,5.529071088813683,148000
474,20,110.0,14977,8,5,2006,2007,304.0,1350,0,626,1976,1976,0,0,1976,1,0,2,0,2,1,7,1,2006.0,3,908,250,63,0,0,0,0,0,7,2007,4.700480365792417,6.811244378601294,5.89777473462936,440000
475,120,41.0,5330,8,5,2000,2000,0.0,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2000.0,2,499,96,48,0,0,0,0,0,8,2007,3.713572066704308,6.212606095751519,5.791419814242451,251000
476,20,80.0,8480,5,6,1963,1963,0.0,630,0,340,970,970,0,0,970,1,0,1,0,2,1,5,0,1996.0,2,624,0,24,0,0,192,0,0,7,2007,4.382026634673881,6.436150368369428,5.467285532118632,132500
477,20,75.0,13125,6,5,1997,1998,215.0,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,1997.0,2,508,140,39,0,0,0,0,0,4,2008,4.31748811353631,6.230481447578482,5.73073283994302,208900
478,60,105.0,13693,9,5,2006,2006,772.0,0,0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,9,1,2006.0,3,694,414,84,0,0,0,0,0,3,2007,4.653960350157523,6.542471960506805,6.067700556960167,380000
479,20,79.0,10637,8,5,2007,2008,336.0,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,2007.0,3,826,208,44,0,0,0,0,0,9,2009,4.3694478524670215,6.716594773520978,5.814797381859166,297000
480,30,50.0,5925,4,7,1937,2000,435.0,168,0,739,907,1131,0,0,1131,0,0,1,0,2,1,7,0,1995.0,2,672,0,72,0,0,0,0,0,3,2007,3.912023005428146,6.51025834052315,5.562002066521706,89471
481,20,98.0,16033,9,5,2004,2005,378.0,1261,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,2004.0,3,772,519,112,0,0,0,0,0,3,2006,4.584967478670572,6.648984550024776,5.858799075283279,326000
482,20,72.0,11846,9,5,2003,2004,562.0,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,2003.0,3,874,206,49,0,0,0,0,0,8,2006,4.276666119016055,6.773080375655535,5.8398926199440435,374000
483,70,50.0,2500,7,8,1915,2005,0.0,299,0,611,910,916,910,0,1826,1,0,1,1,4,1,7,1,1915.0,1,164,0,0,0,0,0,0,0,6,2009,3.912023005428146,5.099866427824199,5.851053680190293,155000
